ROELI CONSTRUCTION SH.P.K.,812011732,Regjistruar,+38344401801,enver.sahiti60@gmail.com
Valdrini Construction SH.P.K.,812011617,Regjistruar,+38349501101,valdrinleniqi98@gmail.com
MENDI ING2023 SH.P.K.,812011170,Regjistruar,+38345661016,mendiing23@gmail.com
VG Holding Group SH.P.K.,812009711,Regjistruar,+38344377666,benetagashi@gmail.com
EDUKATOR INVESTMENT L.L.C.,812009381,Regjistruar,+38349733755,genorgroup@gmail.com
PAJTIMI GROUP SH.P.K.,812008771,Regjistruar,+38349122151,edeklarimet@gmail.com
GMB Invest SH.P.K.,812008705,Regjistruar,+38349747041,lirkutllovci@gmail.com
Omi Invest SH.P.K.,812008292,Regjistruar,+38344459999,ekoinvestks@gmail.com
Nejazi Gavazi B.I.,812008010,Regjistruar,+38344790175,gavazi2023@outlook.com
DUSHI RESIDENCE SH.P.K.,812007575,Regjistruar,+38344222636,dushiresidencen@gmail.com
SK&NB CONSTRUCTION  SH.P.K.,812007476,Regjistruar,+38345205005,samikryeziu123@gmail.com
Lesna Group L.L.C.,812007450,Regjistruar,+38344883200,lesnagroup@gmail.com
ERINDI GROUP SH.P.K.,812007351,Regjistruar,+38348144200,samileku184@gmail.com
BUILT IT SH.P.K.,812007319,Regjistruar,+38344440444,albionthaqiapp@icloud.com
Osmani Group  SH.P.K.,812007088,Regjistruar,+38349577999,doni_o_18@hotmail.com
ARGJENDI PRO SH.P.K.,812006949,Regjistruar,+38348141525,altinmavraj2002@gmail.com
N ABLE SH.P.K.,812006618,Regjistruar,+38349790006,naimbazaj64@gmail.com
LASKU ARCHITEKTUR SH.P.K.,812005991,Regjistruar,+38349689980,rudolflaski8@gmail.com
British Invest SH.P.K.,812005389,Regjistruar,+38345861708,granit-shasivari@hotmail.com
Prestige Construction SH.P.K.,812005016,Regjistruar,+38343758781,prestigecons1@gmail.com
Muratori Zeqiraj SH.P.K.,812004844,Regjistruar,+38349386027,nolizeqiraj@gmail.com
FERI CONSTRUCTION SH.P.K.,812004092,Regjistruar,+38345430270,eafinancellc@gmail.com
VIP GROUP SH.P.K.,812003177,Regjistruar,+38348616111,vipgroup.shpk@gmail.com
BABAJ PROJECT SH.P.K.,812003052,Regjistruar,+38344747600,jakupbabaj@gmail.com
Komjet Shala B.I.,812002799,Regjistruar,+38345820695,premiumapartments@gmail.com
Stars Invest L.L.C.,812002749,Regjistruar,+38345332211,koni.abazi@gmail.com
Fortuna Constraction SH.P.K.,812002418,Regjistruar,+38349119211,fortunaconstraction@gmail.com
Amari Ing Group SH.P.K.,812002210,Regjistruar,+38345314321,muharrembytyqi1992@gmail.com
GLOBAL INVEST GROUP SH.P.K.,812001527,Regjistruar,+38349390313,besimhajrizi93@gmail.com
LFDD KFT Dega në Kosovë,812000917,Regjistruar,+38344162527,lfdd.kft@gmail.com
ALBI CONSTRUCTION SH.P.K.,812000727,Regjistruar,+38163778700,fazliu.xhemal@gmail.com
HMMB GROUP SH.P.K.,812000686,Regjistruar,+38344441595,blerimbellagoshi56@gmail.com
Max Company  SH.P.K.,812000595,Regjistruar,+38344666455,maxcompany559@gmail.com
Etna Sadiku B.I.,812000454,Regjistruar,+38344880001,etnaa-s@hotmail.co
Ali Halilaj B.I.,812000040,Regjistruar,+38343819195,aurora.halilajj@gmail.com
Rich Invest  L.L.C.,811999963,Regjistruar,+38344699999,rexhepih@gmail.com
AL TRADE & VLLEZERIT ASLLANI SH.P.K.,811999567,Regjistruar,+38348777888,altradevllezeritasllani@gmail.com
Diari ElectroBau SH.P.K.,811999260,Regjistruar,+38344678280,diarielectrobau@gmail.com
TRIOS BKR L.L.C.,811998981,Regjistruar,+38344819007,alirizanaj18@gmail.com
ETNOGROUP CO SH.P.K.,811998890,Regjistruar,+38344770001,etnogroup-sh.p.k@hotmail.com
The Eye Build L.L.C.,811998709,Regjistruar,+38343828640,shk.gashi@icloud.com
BUILDING COMPANY SH.P.K.,811998311,Regjistruar,+38349810000,nolbeqiri5@gmail.com
DUA INVEST SH.P.K.,811998147,Regjistruar,+38338349449,dritan_ninaj@hotmail.com
PINE PARK CONSTRUCTION  L.L.C.,811997818,Regjistruar,+38345361120,kingu_king@hotmail.com
Gjakova Premium Constructions SH.P.K.,811997496,Regjistruar,+38349185589,gjakovapremiumconstuctions@gmail.com
FOLEJA RESIDENCE SH.P.K.,811997256,Regjistruar,+38344908090,valon.bytyqi@gmail.com
MUJA2022 SH.P.K.,811997074,Regjistruar,+38349506704,mujashpk1@gmail.com
VLLEZËRIT BAJRAMI 2022 SH.P.K.,811996810,Regjistruar,+38345277255,lirimbajrami144@gmail.com
Xhemajl H. Selimi B.I.,811996414,Regjistruar,+38344732431,as9_3414@hotmail.com
Geshtenja NL SH.P.K.,811996290,Regjistruar,+38349699937,geshtenjanlshpk@gmail.com
Dream Invest SH.P.K.,811995945,Regjistruar,+38348156604,zana.alaj@gmail.com
Yoker KS SH.P.K.,811995862,Regjistruar,+38344525666,Yokers@gmail.com
Rasmin Hamza B.I.,811995698,Regjistruar,+38344841434,rasmin@live.com
ING BAU SH.P.K.,811995284,Regjistruar,+38349888062,ingbaushpk@gmail.com
Lira Invest L.L.C.,811995010,Regjistruar,+38346141051,lirjetahasani96@gmail.com
ADA RESIDENCE SH.P.K.,811994640,Regjistruar,+38344142148,astritmartinaj432@hotmail.com
KOHA PREMIUM SH.P.K.,811994509,Regjistruar,+38349888843,kohagroup2@gmail.com
EURO INVEST GROUP  SH.P.K.,811994426,Regjistruar,+38345551205,euro-invest@outlook.com
In Invest Construction SH.P.K.,811994418,Regjistruar,+38344151651,ininvestshpk@gmail.com
Herona  Holding SH.P.K.,811994385,Regjistruar,+38348397722,ilir.geci@gmail.com
HYSENAJ CONSTRUCTION SH.P.K.,811993501,Regjistruar,+38345123111,hysenaj.construction@hotmail.com
Creative Building SH.P.K.,811992644,Regjistruar,+38349383816,qendrimzh38@hotmail.com
BOLD INVEST SH.P.K.,811992214,Regjistruar,+38345219220,a.rama3000@gmail.com
PriLine L.L.C.,811992115,Regjistruar,+38344550274,ark.shabanrrahmani@gmail.com
Engineering RK SH.P.K.,811992024,Regjistruar,+38344193906,engineering_viti@hotmail.com
DEA CENTER SH.P.K.,811991886,Regjistruar,+38345152743,deakosove@gmail.com
LIK INVEST L.L.C.,811991414,Regjistruar,+38349644141,loriikaliu@hotmail.com
TRE Invest Group SH.P.K.,811991282,Regjistruar,+38344334499,daniterm2@gmail.com
AGI AAM SH.P.K.,811991084,Regjistruar,+38349338608,arber.pula@gmail.com
Glowing Lake L.L.C.,811991068,Regjistruar,+38349174742,premiumhome.ks@gmail.com
GIGA INVESTMENT SH.P.K.,811991050,Regjistruar,+38349561666,gasparottijuri380@gmail.com
BABEL SH.P.K.,811990846,Regjistruar,+38349822618,almigroupks@gmail.com
Bujar Ime. Berisha B.I.,811990002,Regjistruar,+38345611316,bujarberishabi@hotmail.com
NDËRTUESI BKB GROUP SH.P.K.,811989914,Regjistruar,+38344333357,bashkimgashi76@gmail.com
CREATIVE BUILD SH.P.K.,811989336,Regjistruar,+38349299304,haxhishala01@hotmail.com
Vllezrit Aliu  AAB  SH.P.K.,811989146,Regjistruar,+38349599267,izetbasholli1@gmail.com
OMER & NIL SH.P.K.,811988875,Regjistruar,+38349488878,sarandadobra01@hotmail.com
KRASNIQI ING SH.P.K.,811988734,Regjistruar,+38349486985,shpejtimkras1@gmail.com
ALCO SH.P.K.,811988700,Regjistruar,+38344414471,alcoshpk01@gmail.com
GFB KODRA SH.P.K.,811988388,Regjistruar,+38349885285,bytyqiflorent4@gmail.com
Construction PR  Group SH.P.K.,811988198,Regjistruar,+38344111906,luli.eko@gmail.com
Nadijan Nuri B.I.,811987877,Regjistruar,+38345711487,nuri.nadian2@gmail.com
Adnan Raka B.I.,811987538,Regjistruar,+38346120889,adnanraka@hotmail.com
Xhabir Duda B.I.,811987356,Regjistruar,+38344718796,dudaxhabir89@gmail.com
Sami Sh. Sejdiu B.I.,811987059,Regjistruar,+38345932934,samisejdiu@hotmail.com
Rizah A. Brahimi B.I.,811986704,Regjistruar,+38345506220,rizah-881@gmail.com
Arsim Xh. Berisha B.I.,811986340,Regjistruar,+38343729875,arsimberisha24@gmal.com
Kompleksi Alpi SH.P.K.,811985631,Regjistruar,+38345261161,komplekialpishpk@gmail.com
GRAND HOLDING CONSTRUCTION  SH.P.K.,811985615,Regjistruar,+38344159548,arberzhubi@live.com
Arben A. Mazreku B.I.,811985441,Regjistruar,+38346116600,blinim78@icloud.com
SV  CONSTRUCTION SH.P.K.,811985269,Regjistruar,+38349326900,ferizaj2020l@gmail.com
E&Z CONSTRUCTION SH.P.K.,811984922,Regjistruar,+38345703333,ezconstructionshpk@gmail.com
N & L Geci Invest  SH.P.K.,811984708,Regjistruar,+38344976009,nlgeciinvest@gmail.com
ANDI E.E. SH.P.K.,811984550,Regjistruar,+38344347715,andieeshpk@gmail.com
MENDI INVEST  SH.P.K.,811983916,Regjistruar,+38349200563,mendi.invest@gmail.com
Karaman L.L.C.,811983867,Regjistruar,+38345419610,burak-cinci@hotmail.com
BEL KOSTURI SH.P.K.,811983510,Regjistruar,+38344123309,ylberkosturi@gmail.com
Concept Renovation SH.P.K.,811982786,Regjistruar,+38349715266,concept.renovation.viti@gmail.com
NS Fer SH.P.K.,811982710,Regjistruar,+38345207960,nsfershpk@gmail.com
M&G INVEST  SH.P.K.,811982603,Regjistruar,+38344277468,luanishpk1@gmail.com
KSL SH.P.K.,811982124,Regjistruar,+38348200215,Kastriotlikaj1@gmail.com
PG1 GROUP SH.P.K.,811982059,Regjistruar,+38344558558,pajtimgashi151@gmail.com
Beti Beta SH.P.K.,811981548,Regjistruar,+38348806802,aquka123@gmail.com
Nuhi Sh. Hoti B.I.,811981150,Regjistruar,+38345633369,nuhihoti4@gmail.com
Lavdimi Group SH.P.K.,811981069,Regjistruar,+38349433295,lavdimkaraqica@gmail.com
YAĞIZ TRUSAL CONSTRUCTION L.L.C.,811980855,Regjistruar,+38349115911,info@boldconsulting.info
EURO BALLKAN SH.P.K.,811980813,Regjistruar,+38348470888,artan.hamiti1@gmail.com
BLINI INVEST GROUP  SH.P.K.,811979692,Regjistruar,+38345455155,bliniinvestgroup@gmail.com
ANOR Invest L.L.C.,811979098,Regjistruar,+38344800001,artan.neziri@gmail.com
BOHO L.L.C.,811978933,Regjistruar,+38349747475,yshabani@geotech.al
SF4B L.L.C.,811978909,Regjistruar,+38344185701,runiku000@gmail.com
Ramadan Sh. Bytyqi B.I.,811978462,Shuar,+38344269348,muratoribehari@hotmail.com
LIKA COSTRUZIONI   SH.P.K.,811978339,Regjistruar,+38349475974,Sovrangashi1@gmail.com
Milazim Luma B.I.,811978313,Regjistruar,+38345516595,milazim.luma@hotmail.com
Flamur Bujupaj B.I.,811978090,Regjistruar,+38344672765,flamurbujupaj2@gmail.com
Tiara Group SH.P.K.,811977670,Regjistruar,+38349477071,tiarashpk@gmail.com
Kulla Construction SH.P.K.,811977117,Regjistruar,+38349621234,cityviewdistrict@gmail.com
Lira Invest Group SH.P.K.,811976911,Regjistruar,+38349182577,investshpk@gmail.com
LE KUBËZA SH.P.K.,811976234,Regjistruar,+38349309359,endritkrq@gmail.com
ROEL SH.P.K.,811976036,Regjistruar,+38349338533,roel.shpk@gmail.com
CUBE INVEST SH.P.K.,811975608,Regjistruar,+38344168343,vehbi.maxhuni@redoni.com
KSA Construction Group L.L.C.,811975492,Regjistruar,+38349999970,kreshniksada@gmail.com
PREMIUM INVEST 002 SH.P.K.,811975244,Regjistruar,+38462462246,investpremium@gmail.com
HISARI HILL SH.P.K.,811974725,Regjistruar,+38344136523,info@hisarishpk-ks.com
FRESKIA COMPANY  SH.P.K.,811974444,Regjistruar,+38349697769,a.koka@kokaq.ch
SwissMAK SH.P.K.,811974212,Regjistruar,+38344289932,termoenergjetika@gmail.com
DEZI GROUP  SH.P.K.,811974105,Regjistruar,+38349225225,muhamedsollova92@gmail.com
Kristal Contractors SH.P.K.,811973941,Regjistruar,+38349471472,franklinramaj01@gmail.com
V.LISI SH.P.K.,811973686,Regjistruar,+38348189189,vlisishpk@hotmail.com
Garnet Group SH.P.K.,811973488,Regjistruar,+38349188848,garnetgroup22@gmail.com
Dardania Home SH.P.K.,811973438,Regjistruar,+38349777821,dardaniaconstruction@hotmail.com
SOPA BAU BB SH.P.K.,811973404,Regjistruar,+38345333553,sopabau.lipjan@gmail.com
WANN INVEST PARTNERS SH.P.K.,811973032,Regjistruar,+38349900920,valonwataj@gmail.com
XHEKU CONSTRUCTION SH.P.K.,811972208,Regjistruar,+38345474401,xhevdetblakaj@outlook.com
STANDARD VD SH.P.K.,811972092,Regjistruar,+38344146464,zariqivehbi@gmail.com
VIVERA Invest L.L.C.,811971648,Regjistruar,+38349108111,f.haxhija@hotmail.com
TONI Invest SH.P.K.,811971630,Regjistruar,+38349270264,toni_glass@hotmail.com
ALIU CONSTRUCTION SH.P.K.,811970450,Regjistruar,+38344967822,flamur.aliu@yahoo.com
Timi & Timi's Group L.L.C.,811970260,Regjistruar,+38345509309,timi@timis.com.au
D12 Construction & Engineering SH.P.K.,811969635,Regjistruar,+38349254832,d12shpk@gmail.com
ARMENDI BAU SH.P.K.,811969429,Regjistruar,+38349125071,armendiibau@gmail.com
AD MICRODECOR SH.P.K.,811969320,Regjistruar,+38343585858,atdhedesku@gmail.com
VERA INVEST SH.P.K.,811969247,Regjistruar,+38346174852,lindi1504@hotmail.com
FERIZI CONSTRUCTION SH.P.K.,811969065,Regjistruar,+38344741725,ferizi70@live.com
Geshtenja Ndertimi SH.P.K.,811968596,Regjistruar,+38344750550,geshtenjandertimi@hotmail.com
J&G Construction Group  L.L.C.,811968380,Regjistruar,+38349868707,jgconstructionks@gmail.com
3KOSBEL TRADING L.L.C.,811968132,Regjistruar,+38349544111,merkur_krasniqi@yahoo.com
Matanna Construct  SH.P.K.,811967994,Regjistruar,+32489003152,ilirzerza1970@gmail.com
Xërxa Construct SH.P.K.,811967936,Regjistruar,+38343927558,ibrahimxerxa1981@gmail.com
Parajsa e Gjelbër SH.P.K.,811967754,Regjistruar,+38348808108,valon@tehalimi.me
Regina Construction SH.P.K.,811967621,Regjistruar,+38349224411,reginaconstructionshpk@gmail.com
ZABELI CONSTRUCTION SH.P.K.,811967548,Regjistruar,+38349351002,zabeliconstruction@gmail.com
BIRKA SH.P.K.,811967027,Regjistruar,+38345822618,elisabetaasllani87@gmail.com
Light Steel Framing Kosova SH.P.K.,811967019,Regjistruar,+38348250261,kosovalsf@gmail.com
JNT Sky Project SH.P.K.,811966730,Regjistruar,+38348433444,ntgrouppz@gmail.com
EBM SH.P.K.,811966459,Regjistruar,+38344835355,ebmshpk@gmail.com
KAM  Construction SH.P.K.,811966318,Regjistruar,+38343888538,kamgroupshpk@gmail.com
Ideal Capital SH.P.K.,811965766,Regjistruar,+38345121002,agskosovo@gmail.com
ENKO DEVELOPMENT L.L.C.,811965683,Regjistruar,+38343737343,enko.development.ks@gmail.com
HBAGDER GROUP SH.P.K.,811965310,Regjistruar,+38348202463,hbagder@gmail.com
AGRO ADRIA HOLLDING Construction SH.P.K.,811965253,Regjistruar,+38344185860,enver.sahiti60@gmail.com
BENITA CORPORATION SH.P.K.,811965055,Regjistruar,+38349138847,benitashpk@gmail.com
Rimmo SH.P.K.,811964180,Regjistruar,+38345542835,fadil.fr@hotmail.com
FETAHAJ COMPANY SH.P.K.,811964172,Regjistruar,+38349822151,erionf@icloud.com
Albaconst  L.L.C.,811964106,Regjistruar,+38344355735,Albaconst@yandex.com
BACI  CONSTRUCTION  SH.P.K.,811964099,Regjistruar,+38344343228,baciconstruction3@gmail.com
Blerand R. Krasniqi B.I.,811964007,Regjistruar,+38349832450,blerandkrasniqi17@gmail.com
Bellevue Company L.L.C.,811963661,Regjistruar,+38349131121,companybellevue@gmail.com
NN Prishtina Group SH.P.K.,811963124,Regjistruar,+38344694211,nnprishtina@gmail.com
TRINGA & TROJAN  SH.P.K.,811963059,Regjistruar,+38345155566,tringa&trojan@gmail.com
ERIONI S SH.P.K.,811962704,Regjistruar,+38344875493,erionishpk78@gmail.com
BISLIMAJ INVEST SH.P.K.,811962613,Regjistruar,+38349542870,bislimajinvest@gmail.com
YGZ L.L.C.,811962522,Regjistruar,+38349115911,info@boldconsulting.info
BPA GMBH GARTEN & PFLASTERBAU SH.P.K.,811962431,Regjistruar,+38345810081,architect.besi@gmail.com
MS I.Hoti Bau L.L.C.,811962275,Regjistruar,+38344958763,msihotibau@gmail.com
Green Village SH.P.K.,811961574,Regjistruar,+38349287000,fatmir.hasani@gmail.com
46 GROUP SH.P.K.,811961194,Regjistruar,+38349111119,m0nd@live.com
Burim Makolli B.I.,811961045,Regjistruar,+38344552799,burimmakolli07@gmail.com
BTB  icon SH.P.K.,811960667,Regjistruar,+38345619199,2Bprojectshpk@gmail.com
PIKA INVEST SH.P.K.,811960203,Regjistruar,+38349539531,nazmimaxhuni22@gmail.com
INFINIT Builders SH.P.K.,811960162,Regjistruar,+38345333678,infinitbuilders@gmail.com
Neobau Immobilien AG SH.P.K.,811960154,Regjistruar,+38344991818,counselingcaptal9@gmail.com
Univers Group L.L.C.,811960104,Regjistruar,+38349693017,bujar.tafa@universitetiaab.com
KEPI INTERNATIONAL SOLUTIONS LIMITED Branch in Kosovo,811959545,Regjistruar,+38344715509,info@proacc-ks.com
Mergim Imishti B.I.,811959214,Regjistruar,+38349296063,mergimimishti2@gmail.com
Ismail Huneli B.I.,811959206,Regjistruar,+38349296063,mergimimishti2@gmail.com
Humolli Group SH.P.K.,811959199,Regjistruar,+38345644784,humolligroup88@gmail.com
Noari Construction  SH.P.K.,811958555,Regjistruar,+38345992790,gentrithalimi33@gmail.com
JET TONI KONSTRUKSION SH.P.K.,811958084,Regjistruar,+38344704917,toni_0201@hotmail.com
Blerim Sh. Xhemajli B.I.,811957945,Regjistruar,+38344946318,xhemajliblerim6@gmail.com
Leutrim B. Gervalla B.I.,811957888,Regjistruar,+38349550119,leutrimgervalla88@gmail.com
Haki Kurti B.I.,811957218,Regjistruar,+38343850674,hakikurti1980@gmail.com
Fehmi Çela B.I.,811957177,Regjistruar,+38349654005,fehmi.çela123@gmail.com
Shaban Avdiu B.I.,811956905,Regjistruar,+38344117082,shabanavdiu30@gmail.com
Pajtim Sa. Krasniqi B.I.,811956898,Shuar,+38349395372,pajtimkrasniqi523@gmail.com
Drilon Sejdiu B.I.,811956872,Regjistruar,+38343809720,Drilonse@outlook.com
ILIADA INVEST  SH.P.K.,811956707,Regjistruar,+38345810081,architect.besi@gmail.com
ALEA TRADING  L.L.C.,811956658,Regjistruar,+38343830897,tradingalea.llc@gmail.com
Valdet Ramabaja B.I.,811956640,Regjistruar,+38344549532,valdet.ramabaja@icloud.com
NDËRTIMTARI AK SH.P.K.,811956468,Regjistruar,+38349866207,adrijankrasniqi@gmail.com
Fer & Diar Invest L.L.C.,811956278,Regjistruar,+38344858111,ferdiarinvest@gmail.com
AJLA Construction SH.P.K.,811956103,Regjistruar,+38344464044,meti.idrizi91@hotmail.com
Maxx LSHB Construction SH.P.K.,811955915,Regjistruar,+38349197537,b_zhegrova@live.com
Apogee Capital Investments SH.P.K.,811955717,Regjistruar,+38349306396,blerim.geneve@gmail.com
G & M DEVELOPMENT GROUP SH.P.K.,811955618,Regjistruar,+38349960200,gm.constructionpremium@gmail.com
Valdrin Selimi B.I.,811955296,Regjistruar,+38348102725,valdrinselimi14@gmail.com
ILIRIAN GROUP SH.P.K.,811955139,Regjistruar,+38344262358,shkelzen.ko@gmail.com
Sahit Hajrullahu B.I.,811955064,Regjistruar,+38349331910,sahithajrrllau1985@gmail.com
ATLANTIDA Residence  SH.P.K.,811954694,Regjistruar,+38344398644,atlantidaresidenceshpk@gmail.com
Trabem  SH.P.K.,811953951,Regjistruar,+38348633007,ilir.i.kastrati@gmail.com
Hidro Monti SH.P.K.,811952573,Regjistruar,+38344335547,dautivallnet@hotmil.com
Inara Construction L.L.C.,811952416,Regjistruar,+38348503503,gynej.maxhuni@gmail.com
ELDI 2022 SH.P.K.,811951913,Regjistruar,+38349563996,prishtinaere01@gmail.com
